,날짜,주간최대 CO2설정값,야간누적 내부습도1,주간최소 CO2농도
0,2022-06-07,,556.8000000000001,
1,2022-06-08,,1795.3,
2,2022-06-09,,1692.4999999999998,
3,2022-06-10,,1665.1,
