일시,외부기온,일사량,내부온도,내부습도,내부co2,환기온도,차광및보온커튼1,차광및보온커튼2,난방온도,측면보온커튼
2017-10-15 0:00,12.9,0,16.39,93,469,0,0,0,15.9,100
2017-10-15 1:00,12.24,0,15.7,95,475.62,0,0,0,15.9,100
2017-10-15 2:00,12.11,0,15.81,98,492.73,0,0,0,15.9,100
2017-10-15 3:00,12.41,0,15.8,97.87,509.73,0,0,0,15.9,100
2017-10-15 4:00,12,0,15.3,99.87,527.73,0,0,0,15.9,100
2017-10-15 5:00,11.99,0,15.6,100,544.72,0,93,0,15.9,100
2017-10-15 6:00,10.73,0,16.21,99.14,565,40.72,93,0,16.09,100
2017-10-15 7:00,10.69,4.56,16.37,99,582,46.85,93,0,17.09,100
2017-10-15 8:00,11.59,55.83,17.77,99.85,574.29,35.73,0,0,17,100
2017-10-15 9:00,12.73,65.53,15.29,92.56,410.73,43.41,0,0,17,100
2017-10-15 10:00,13.5,140.31,17.18,90.85,386.31,29.15,0,0,17,100
2017-10-15 11:00,15.68,279.45,17.97,76.31,380.31,0,0,0,17,0
2017-10-15 12:00,18.5,570.24,20.92,68,372.12,0,0,0,17,0
2017-10-15 13:00,19.8,420.04,21.16,60.68,369.48,0,0,0,17,0
2017-10-15 14:00,20.77,467.25,21.95,59.83,359.66,0,0,0,17,0
2017-10-15 15:00,20.52,258.5,21.32,60.83,362.67,0,0,0,17,0
2017-10-15 16:00,20.12,163.33,20.63,66.17,359.83,0,0,0,17,0
2017-10-15 17:00,19.03,60.08,19.55,72,364.65,0,0,0,15.5,100
2017-10-15 18:00,17.42,2.17,17.83,80,378,0,0,0,15.5,100
2017-10-15 19:00,16.22,0,16.7,82,389,0,0,0,15.5,100
2017-10-15 20:00,15.04,0,15.24,86.82,395,0,0,0,15.5,100
2017-10-15 21:00,15.28,0,16.2,89.82,411,0,0,0,15.5,100
2017-10-15 22:00,14.06,0,15.72,93.81,416.63,0,0,0,15.5,100
2017-10-15 23:00,14.16,0,15.6,97,440.63,0,0,0,15.5,100
2017-10-16 0:00,14.1,0,15.32,99,460.61,0,0,0,15.5,100
2017-10-16 1:00,13.52,0,15.5,100,481,0,0,0,15.5,100
2017-10-16 2:00,13.5,0,15.48,100,499.61,0,0,0,15.5,100
2017-10-16 3:00,13.68,0,15.5,100,518,0,0,0,15.5,100
2017-10-16 4:00,13.5,0,15.4,100,536.6,0,0,0,15.5,100
2017-10-16 5:00,13.52,0,15.4,100,553.59,0,0,0,15.5,100
2017-10-16 6:00,13.7,0,15.4,100,569.59,0,0,0,15.58,100
2017-10-16 7:00,14.28,6.59,15.68,100,583,25.39,0,0,16.58,100
2017-10-16 8:00,14.78,43.59,17.46,100,583,35.85,0,0,17,100
2017-10-16 9:00,15.78,86.09,17.68,97,437.69,0,0,0,16.92,100
2017-10-16 10:00,16.98,222.16,17.88,80.66,377.46,0,0,0,16,0
2017-10-16 11:00,17.6,194.7,17.93,81,374.44,0,0,0,16,0
2017-10-16 12:00,18.8,300.58,19.36,72.56,372,0,0,0,16,0
2017-10-16 13:00,19.75,321.95,20.38,68.77,379.91,0,0,0,16,0
2017-10-16 14:00,20.55,464.19,22.03,64.13,381.41,0,0,0,16,0
2017-10-16 15:00,21.25,335.2,21.95,64.23,374,0,0,0,16,0
2017-10-16 16:00,20.85,330.23,21.53,66.53,372.3,0,0,0,16,0
2017-10-16 17:00,20.32,93.77,19.95,67.47,375,0,0,0,15,98.2
2017-10-16 18:00,17.47,2.48,17.55,85,390,0,0,0,15.08,100
2017-10-16 19:00,16,0,15.72,88,401,0,0,0,15.5,100
2017-10-16 20:00,15.02,0,15.68,88.25,406.51,6.41,0,0,15.5,100
2017-10-16 21:00,14.08,0,15.1,89.25,419.51,34,0,0,15.5,100
2017-10-16 22:00,13.3,0,15.6,89,440,33,0,0,15.5,100
2017-10-16 23:00,13.23,0,16.03,90,459.49,0,0,0,15.5,100
2017-10-17 0:00,11.8,0,15.79,93,477,28.07,92,0,15.5,100
2017-10-17 1:00,10.71,0,15.4,90.06,494.88,0,93,0,15.5,100
2017-10-17 2:00,9.31,0,14.99,87.06,510,37,93,0,15.5,100
2017-10-17 3:00,8.72,0,15.6,86.07,524.87,54,93,0,15.5,100
2017-10-17 4:00,8.29,0,15.41,85,542.8,53.93,93,0,15.5,100
2017-10-17 5:00,8.18,0,15.21,86,556,59.93,93,0,15.5,100
2017-10-17 6:00,7.54,0,15.3,86,571,45.1,93,0,15.59,100
2017-10-17 7:00,6.71,2.93,16.89,85.07,577,73.07,93,0,16.59,100
2017-10-17 8:00,9.02,146.76,17.48,89,577.16,53.16,93,0,17,100
2017-10-17 9:00,14.07,295.28,18.82,82.08,420.72,0,0,0,17,0
2017-10-17 10:00,17.06,505.92,18.56,68.08,401.16,0,0,0,17,0
2017-10-17 11:00,19.35,602.48,20.68,57.17,392.43,0,0,0,17,0
2017-10-17 12:00,22.49,688.57,24.13,51.26,396.74,0,0,0,17,0
2017-10-17 13:00,22.14,522.33,22.03,51,399.07,0,0,0,17,0
2017-10-17 14:00,22.27,286.79,21.79,51.09,405.57,0,0,0,17,0
2017-10-17 15:00,21.62,257.85,21.7,55.91,384.03,0,0,0,17,0
2017-10-17 16:00,21.59,182.7,20.99,65.5,368.6,0,0,0,17,0.23
2017-10-17 17:00,19.25,30.6,19.64,75.9,385,0,0,0,15.7,100
2017-10-17 18:00,17.01,0.11,17.52,84.11,402.79,0,0,0,15.7,100
2017-10-17 19:00,15.92,0,16.49,86,423.79,0,0,0,15.7,100
2017-10-17 20:00,14.89,0,15.42,87,424,0,0,0,15.7,100
2017-10-17 21:00,14.3,0,15.5,88,432.77,0,0,0,15.7,100
2017-10-17 22:00,13.5,0,15.41,88.89,452.77,0,0,0,15.7,100
2017-10-17 23:00,12.81,0,15.39,88.12,473.76,31,0,0,15.7,100
2017-10-18 0:00,12.69,0,16.5,86,494,28.24,0,0,15.7,100
2017-10-18 1:00,12.2,0,15.79,89,506.75,29.25,0,0,15.7,100
2017-10-18 2:00,12.59,0,15.51,90.87,526.62,0,0,0,15.7,100
2017-10-18 3:00,13.29,0,16.11,91,542,0,0,0,15.7,100
2017-10-18 4:00,13.59,0,15.7,95,556.73,0,0,0,15.7,100
2017-10-18 5:00,13.69,0,15.6,96,570,0,0,0,15.7,100
2017-10-18 6:00,13.9,0,15.6,97,585.58,0,0,0,15.79,100
2017-10-18 7:00,13.99,1.86,15.69,97,597,35.72,0,0,16.79,100
2017-10-18 8:00,14.39,19,17.21,95.14,580.82,40,0,0,17,100
2017-10-18 9:00,15.67,85.91,17.29,85,397.73,0,0,0,17.5,100
2017-10-18 10:00,17.1,130.92,17.67,74.71,382.44,0,0,0,17,100
2017-10-18 11:00,17.97,239.47,18.57,64,418.38,0,0,0,17,0
2017-10-18 12:00,19.42,372.13,20.79,52.85,414.39,0,0,0,17,0
2017-10-18 13:00,19.57,154.47,19.57,62,393.29,0,0,0,17,100
2017-10-18 14:00,19.8,144.68,19.68,63.16,386.72,0,0,0,17,100
2017-10-18 15:00,19.9,127.88,19.93,60,381.4,0,0,0,17,56.8
2017-10-18 16:00,19.12,58.33,19,69.17,374.67,0,0,0,17,100
2017-10-18 17:00,18.22,14.83,18.02,83.17,383.5,0,0,0,15,100
2017-10-18 18:00,16.92,0,17.08,82.83,400.67,0,0,0,15,100
2017-10-18 19:00,16.13,0,16.52,81,397,0,0,0,15,100
2017-10-18 20:00,15.43,0,16,85.83,405,0,0,0,15,100
2017-10-18 21:00,14.92,0,15.7,88.82,409.46,0,0,0,15,100
2017-10-18 22:00,15.12,0,15.8,91,417.64,0,0,0,15,100
2017-10-18 23:00,14.72,0,15.8,93,437.64,0,0,0,15.18,100
2017-10-19 0:00,13.98,0,15.32,94,454.63,0,0,0,15.5,100
2017-10-19 1:00,12.96,0,14.48,92.19,474.63,37.81,0,0,15.5,100
2017-10-19 2:00,12.9,0,16.58,89.81,493,28.58,0,0,15.5,100
2017-10-19 3:00,13.3,0,16.02,92,493,0,0,0,15.5,100
2017-10-19 4:00,13,0,15.42,94,502.61,0,0,0,15.5,100
2017-10-19 5:00,12.5,0,14.7,94,518.4,0,0,0,15.5,100
2017-10-19 6:00,12,0,16.46,93,533.6,35,93,0,15.58,100
2017-10-19 7:00,11,6.38,16.9,90,518.38,34,93,0,16.58,100
2017-10-19 8:00,13.16,115.62,18.62,91,511.24,32,0,0,17.5,100
2017-10-19 9:00,15.06,282.84,19.09,81.79,419.09,0,0,0,17.5,0
2017-10-19 10:00,18.04,498.44,20.38,60.43,410.65,0,0,0,17,0
2017-10-19 11:00,20.21,548.47,21.76,54.21,382.21,0,0,0,17,0
2017-10-19 12:00,21.56,567.98,22.87,47,407.54,0,0,0,17,0
2017-10-19 13:00,22.28,479.22,22.46,49.22,393.76,0,0,0,17,0
2017-10-19 14:00,24.01,456.64,23.31,49.55,444.05,0,0,0,17,0
2017-10-19 15:00,21.98,359.24,23.33,54.45,392.85,0,0,0,17,0
2017-10-19 16:00,22.69,263.48,25.21,68.87,519.84,0,0,0,16.92,0
2017-10-19 17:00,20.75,43.23,22.15,77.77,409.47,0,0,0,15.3,100
2017-10-19 18:00,19.02,0.23,19.75,80.23,403,0,0,0,15.3,100
2017-10-19 19:00,17.45,0,18.15,77,398,0,0,0,15.3,100
2017-10-19 20:00,16.25,0,16.42,80,403,0,0,0,15.3,100
2017-10-19 21:00,15.15,0,15.42,84,414,0,0,0,15.3,100
2017-10-19 22:00,12.7,0,15.08,85,436.77,24.11,0,0,15.3,100
2017-10-19 23:00,12.52,0,15.2,85.75,458.51,31.51,0,0,15.48,100
2017-10-20 0:00,11.39,0,15.48,86,480.87,28.2,100,0,15.8,100
2017-10-20 1:00,10.79,0,16.51,82.95,501,0,98.2,0,15.8,100
2017-10-20 2:00,10.3,0,15.69,85,513.84,38.36,99.3,0,15.8,100
2017-10-20 3:00,9.31,0,16.19,83.94,532.88,35.12,99.8,0,15.8,100
2017-10-20 4:00,9.4,0,15.02,85,550.88,0,97.16,0,15.8,100
2017-10-20 5:00,8.59,0,15.4,86,568,34.07,96.35,0,15.8,100
2017-10-20 6:00,8.49,0,15.9,87,587.87,36.93,98.4,0,15.8,100
2017-10-20 7:00,9.39,10.67,15.79,87,601,61.87,96,0,16.79,100
2017-10-20 8:00,11.58,168.97,18.08,89,583.37,49.44,2.31,0,17.5,74.7
2017-10-20 9:00,15.31,345.9,18.6,74.22,425.46,0,0,0,17.5,0
2017-10-20 10:00,19.52,478.2,20.61,69.08,435.2,0,0,0,17,0
2017-10-20 11:00,20.3,576.44,22.38,59.16,396.64,0,0,0,17,0
2017-10-20 12:00,21.72,619.92,24.42,50.92,389.52,0,0,0,17,0
2017-10-20 13:00,22.94,622.48,24.06,53.26,397.39,0,0,0,17,0
2017-10-20 14:00,23.49,570.95,25.09,51.65,380.69,0,0,0,17,0
2017-10-20 15:00,23.7,450.65,25.29,46.09,409.23,0,0,0,17,0
2017-10-20 16:00,22.81,272.52,24.27,57.37,393.19,0,0,0,16.91,0
2017-10-20 17:00,21.81,117.39,22.43,69.1,407.5,0,0,0,15.4,97.5
2017-10-20 18:00,19.32,2.1,19.02,83,406.8,0,0,0,15.4,100
2017-10-20 19:00,16.5,0,16.62,82.9,418,0,0,0,15.4,100
2017-10-20 20:00,14.9,0,15.1,83.89,428.79,0,0,0,15.4,100
2017-10-20 21:00,12.41,0,15.39,83,447.79,35,0,0,15.4,100
2017-10-20 22:00,11.41,0,15.97,81.11,471.77,29.34,91.65,0,15.4,100
2017-10-20 23:00,10.32,0,15.81,83.89,493.77,0,99.7,0,15.69,100
2017-10-21 0:00,10.18,0,15.33,83.11,513.43,3.63,98.63,0,15.9,100
2017-10-21 1:00,9.2,0,16.2,82.12,531,30,99.1,0,15.9,100
2017-10-21 2:00,8.89,0,15.61,86.88,550.76,27.28,98.68,0,15.9,100
2017-10-21 3:00,8.3,0,15.5,84.13,563.75,29.87,98.1,0,15.9,100
2017-10-21 4:00,7.97,0,16.45,84.87,582.75,38.63,99.5,0,15.9,100
2017-10-21 5:00,7.4,0,15.74,86.13,599,27.95,96,0,15.9,100
2017-10-21 6:00,7.21,0,15.61,84.87,612,0,99.6,0,15.99,100
2017-10-21 7:00,6.57,9.47,15.99,86,623,50.87,96.2,0,16.99,100
2017-10-21 8:00,10.22,153.04,17.69,86.14,613.54,29.42,56.59,0,17.5,100
2017-10-21 9:00,13.89,340.48,19.69,76.28,417.54,0,0,0,17.5,0
2017-10-21 10:00,17.56,475.18,20.79,66.86,404.56,0,0,0,17,0
2017-10-21 11:00,20.29,573.53,22.63,56.29,393.97,0,0,0,17,0
2017-10-21 12:00,21.57,620,24.6,47,383.29,0,0,0,17,0
2017-10-21 13:00,22.38,615.31,23.82,52,391.77,0,0,0,17,0
2017-10-21 14:00,23,549.92,25,47.31,382.61,0,0,0,17,0
2017-10-21 15:00,23.02,442.92,25.22,43.15,377.61,0,0,0,17,0
2017-10-21 16:00,22.78,272.08,24.55,59.36,396.8,0,0,0,16.92,0
2017-10-21 17:00,21.63,116.08,22.63,72.68,399.76,0,0,0,15.4,96.37
2017-10-21 18:00,19.05,1.17,19.05,79,392.67,0,0,0,15.4,100
2017-10-21 19:00,17.52,0,17.13,71,393,0,0,0,15.4,100
2017-10-21 20:00,15.9,0,15.97,78,399.67,0,0,0,15.4,100
2017-10-21 21:00,14.8,0,15,84,416.65,25.63,0,0,15.4,100
2017-10-21 22:00,13.17,0,15.6,82,440.65,31.17,0,0,15.4,100
2017-10-21 23:00,11.28,0,16.52,78.18,464.64,0,95.9,0,15.68,100
2017-10-22 0:00,10.35,0,16.28,83,486.64,27.18,100,0,15.9,100
2017-10-22 1:00,11.68,0,14.78,85.81,501.63,25.25,99.1,0,15.9,100
2017-10-22 2:00,9.06,0,15.7,85.19,518,33,98,0,15.9,100
2017-10-22 3:00,8.56,0,16.42,82.19,535,34.81,98.5,0,15.9,100
2017-10-22 4:00,10.46,0,16.44,84.81,550,0,98.49,0,15.9,100
2017-10-22 5:00,11.14,0,15.28,85.19,557,31.19,94.2,0,15.9,100
2017-10-22 6:00,11.48,0,16.18,86,569.6,40.2,95.7,0,15.98,100
2017-10-22 7:00,11.62,7.8,16.18,87.8,540.6,44.8,94.7,0,16.98,100
2017-10-22 8:00,13.68,165.2,18.28,86.4,479.6,0,0,0,17.5,84.16
2017-10-22 9:00,15.68,342.73,19.48,70.79,458.77,0,0,0,17.5,0
2017-10-22 10:00,18.04,478.93,20.54,56.21,418.83,0,0,0,17,0
2017-10-22 11:00,20.38,577.72,22.14,46.43,373.85,0,0,0,17,0
2017-10-22 12:00,21.36,617.79,23.64,45,379.51,0,0,0,17,0
2017-10-22 13:00,22.38,607.43,23.61,49.21,372.36,0,0,0,17,0
2017-10-22 14:00,22.46,547.76,24.36,43.22,381.56,0,0,0,17,0
2017-10-22 15:00,22.7,349.32,23.87,46.12,417.96,0,0,0,17,0
2017-10-22 16:00,22.15,121.95,23.67,66.87,419.05,0,0,0,16.85,60.97
2017-10-22 17:00,21.55,103.76,22.37,64.55,383.13,0,0,0,15.4,92.59
2017-10-22 18:00,19.69,0.23,19.87,70,390.55,0,0,0,15.4,100
2017-10-22 19:00,18.17,0,17.62,60.7,385.47,0,0,0,15.4,100
2017-10-22 20:00,16.19,0,16.05,66.77,388.53,0,0,0,15.4,100
2017-10-22 21:00,15.7,0,15.18,75.76,394.52,30,0,0,15.4,100
2017-10-22 22:00,14.88,0,15.4,82.76,412.52,0,0,0,15.4,100
2017-10-22 23:00,14.05,0,15.58,84,431.52,29.76,0,0,15.6,100
2017-10-23 0:00,12.31,0,15.6,83,451.88,39,0,0,15.9,100
2017-10-23 1:00,11.4,0,16.79,81,470,27.19,96.36,0,15.9,100
2017-10-23 2:00,10.91,0,16.59,82,480.84,0,100,0,15.9,100
2017-10-23 3:00,11.21,0,14.61,86.95,481,31.24,97.31,0,15.9,100
2017-10-23 4:00,10.39,0,16.19,84.95,495.89,37.11,98.11,0,15.9,100
2017-10-23 5:00,9.39,0,16.01,82.06,511,31,99.4,0,15.9,100
2017-10-23 6:00,8.69,0,15.89,84.94,525.88,32.12,100,0,15.9,100
2017-10-23 7:00,8.7,8.73,15.49,86.93,538.87,49.87,95.7,0,16.89,100
2017-10-23 8:00,10.88,151.2,17.68,89,526.13,36.2,73.51,0,17.5,100
2017-10-23 9:00,13.49,319.91,18.41,70.22,413.51,0,0,0,17.5,0
2017-10-23 10:00,15.11,462.34,19.21,55.22,363,0,0,0,17,0
2017-10-23 11:00,16.99,560.56,21,50.22,355.71,0,0,0,17,0
2017-10-23 12:00,18.02,604.4,22.32,46.4,354.68,0,0,0,17,0
2017-10-23 13:00,18.82,616.36,23.26,49.16,357.4,0,0,0,17,0
2017-10-23 14:00,18.57,544.43,23.68,50.48,356.43,0,0,0,17,0
2017-10-23 15:00,18.69,414.26,23.18,50.17,358.74,0,0,0,17,0
2017-10-23 16:00,18.61,228.85,22.98,65,343,0,0,0,16.82,0
2017-10-23 17:00,17.61,81.09,20.72,85.91,332,0,0,0,15.3,100
2017-10-23 18:00,15.13,1,18.12,91,360.53,0,0,0,15.4,100
2017-10-23 19:00,12.79,0,15.71,89,397.7,0,0,0,15.4,100
2017-10-23 20:00,11.53,0,15.19,85,421.7,33.2,0,0,15.4,100
2017-10-23 21:00,9.87,0,15.91,84.9,447.8,0,98.55,0,15.4,100
2017-10-23 22:00,8.7,0,14.62,86.11,461,0,98.1,0,15.4,100
2017-10-23 23:00,8.82,0,16.21,83,484.79,0,100,0,15.59,100
2017-10-24 0:00,8.11,0,15.17,85,495.77,34.11,100,0,15.9,100
2017-10-24 1:00,7.3,0,16.91,83,512.55,0,99.7,0,15.9,100
2017-10-24 2:00,7.2,0,14.88,86,529.43,31,98.58,0,15.9,100
2017-10-24 3:00,6.8,0,16.39,83,544.76,29.24,99.9,0,15.9,100
2017-10-24 4:00,6.6,0,15.24,85.12,559.76,0,99.84,0,15.9,100
2017-10-24 5:00,6.1,0,15.7,85,573,29,94.9,0,15.9,100
2017-10-24 6:00,6.2,0,16.4,86,592.62,28.13,97.8,0,15.9,100
2017-10-24 7:00,7.19,7.49,16.59,89,601.25,0,93,0,16.89,100
2017-10-24 8:00,8.69,27.33,17.09,91,610.27,32.13,93,0,17.5,100
2017-10-24 9:00,9.2,52.93,18.51,92,545.2,30,99.73,0,17.5,100
2017-10-24 10:00,10.3,127.22,19.74,93,472.98,30,100,0,17,100
2017-10-24 11:00,13.24,524.64,19.1,73.42,383.98,0,0,0,17,0
2017-10-24 12:00,16.94,592.86,21.6,58.84,380.46,0,0,0,17,0
2017-10-24 13:00,19.41,583.17,22.44,54.44,378.97,0,0,0,17,0
2017-10-24 14:00,19.17,444.67,23,48.85,369.59,0,0,0,17,0
2017-10-24 15:00,19,400,23.77,66.54,349.31,0,0,0,17,0
2017-10-24 16:00,18.72,224.3,22.82,65.61,427.75,0,0,0,16.83,0
2017-10-24 17:00,16.85,65.38,20.52,81.69,466.31,0,0,0,15,100
2017-10-24 18:00,14.23,0.16,17.63,88,464,0,0,0,15,100
2017-10-24 19:00,12.68,0,15.62,88,482.68,0,0,0,15,100
2017-10-24 20:00,11.28,0,14.7,87,500.5,0,95.3,0,15,100
2017-10-24 21:00,10,0,15.4,86,522,0,95.75,0,15,100
2017-10-24 22:00,8.73,0,15.47,83,539.66,4.3,100,0,15,100
2017-10-24 23:00,8.32,0,15.07,86.17,554.65,0,98.43,0,15.28,100
2017-10-25 0:00,7.72,0,15.7,83,567.65,29.17,100,0,15.5,100
2017-10-25 1:00,6.9,0,15.92,86.82,583,0,98.7,0,15.5,100
2017-10-25 2:00,6.62,0,15.3,82.82,591.64,0,100,0,15.5,100
2017-10-25 3:00,5.92,0,15.53,85.81,602.63,37.32,99.02,0,15.5,100
2017-10-25 4:00,5.28,0,15.58,86,617.25,41.19,99.7,0,15.5,100
2017-10-25 5:00,4.96,0,15.6,84.81,629,40,99.4,0,15.5,100
2017-10-25 6:00,5.04,0,16.52,84,641.61,0,98,0,15.5,100
2017-10-25 7:00,5.08,6.42,15.6,82,650.61,0,97.82,0,16.48,100
2017-10-25 8:00,6.64,113.2,17.58,87.8,649.4,0,93.5,0,17.48,100
2017-10-25 9:00,10.06,279.2,19.04,85,489,0,0,0,17.5,0
2017-10-25 10:00,14.82,438.4,19.9,76.8,413.8,0,0,0,17,0
2017-10-25 11:00,17.54,536.49,20.18,67,396.03,0,0,0,17,0
2017-10-25 12:00,18.48,596,22.54,61,391,0,0,0,17,0
2017-10-25 13:00,18.46,567.43,22.87,58.36,396,0,0,0,17,0
2017-10-25 14:00,19.04,519.92,23.84,53.36,409,0,0,0,17,0
2017-10-25 15:00,19.3,407.99,24.5,56.79,389.72,0,0,0,17,0
2017-10-25 16:00,18.64,203.68,23.09,62.78,443.08,0,0,0,16.67,0
2017-10-25 17:00,16.84,82.64,20.82,81.78,440,0,0,0,15.3,100
2017-10-25 18:00,14.35,1,17.77,88,443.55,0,0,0,15.3,100
2017-10-25 19:00,12.2,0,15.65,87,468.32,0,0,0,15.3,100
2017-10-25 20:00,10.53,0,15.18,86.23,485.55,0,95.8,0,15.3,100
2017-10-25 21:00,9.92,0,14.82,86.23,505.3,33.53,98.2,0,15.3,100
2017-10-25 22:00,9.2,0,15.88,83,526.53,0,100,0,15.3,100
2017-10-25 23:00,8.55,0,15.92,83,546.52,0,100,0,15.58,100
2017-10-26 0:00,7.9,0,16.6,85,560,33.95,97.37,0,16.59,100
2017-10-26 1:00,6.4,0,17.2,84,575,34.52,100,0,17.6,100
2017-10-26 2:00,6.29,0,18,83.95,594.91,52.95,100,0,18.3,100
2017-10-26 3:00,6,0,18.2,84.95,613.91,55,100,0,18.3,100
2017-10-26 4:00,6.6,0,18.1,87,630,59.05,100,0,18.3,100
2017-10-26 5:00,6.8,0,18.51,83.95,646.89,49.11,97.3,0,18.11,100
2017-10-26 6:00,7.3,0,16.12,87,560.48,0,95.9,0,15.8,100
2017-10-26 7:00,7.39,1,16.89,91,581.82,33,93,0,16.79,100
2017-10-26 8:00,7.9,61.52,18.11,90,582.66,29.18,93,0,17.5,100
2017-10-26 9:00,10.8,152,17.7,87,420.47,0,0,0,17.5,0
2017-10-26 10:00,13.85,490.87,18.03,72.33,418.73,0,0,0,17,0
2017-10-26 11:00,17.45,551.8,20.26,64.85,415.44,0,0,0,17,0
2017-10-26 12:00,17.59,376.09,19.91,61,413.22,0,0,0,17,0
2017-10-26 13:00,18.01,220.63,20.19,63.07,434.12,0,0,0,17,0
2017-10-26 14:00,19.09,348.64,21.26,67.68,414.04,0,0,0,17,0
2017-10-26 15:00,20,402.28,24.18,60.8,414.24,0,0,0,17,0
2017-10-26 16:00,19.84,203.95,23.02,58.91,408.7,0,0,0,17,0
2017-10-26 17:00,17.71,50.69,20.4,80.83,394.26,0,0,0,15,100
2017-10-26 18:00,15.71,0.09,17.51,86.91,417.83,0,0,0,15,100
2017-10-26 19:00,14.21,0,15.43,84.09,423,0,0,0,15,100
2017-10-26 20:00,13.42,0,15,87.91,428.81,0,0,0,15,100
2017-10-26 21:00,11.4,0,14.61,89.9,452.8,0,93,0,15,100
2017-10-26 22:00,11.18,0,14.79,89,476.8,0,93,0,15,100
2017-10-26 23:00,10.5,0,15,88.1,496.8,0,93,0,15.3,100
2017-10-27 0:00,10.49,0,15.68,89,514,29.32,93.1,0,15.5,100
2017-10-27 1:00,10.7,0,15.21,92,532,0,93.1,0,15.5,100
2017-10-27 2:00,10.8,0,15.91,91,550.77,0,93,0,15.5,100
2017-10-27 3:00,10.8,0,15.29,95,563.77,0,93,0,15.5,100
2017-10-27 4:00,10.7,0,15.3,95,578.77,27.49,93,0,15.5,100
2017-10-27 5:00,10.31,0,15.2,93,593,0,93,0,15.5,100
2017-10-27 6:00,10.2,0,16.48,93,597.48,35,93,0,15.5,100
2017-10-27 7:00,9.99,1.87,16.8,90,586,30.13,93,0,16.49,100
2017-10-27 8:00,11.46,109.73,18.27,92,571.41,35,93,0,17.49,100
2017-10-27 9:00,15.1,210.28,18.59,78.13,428.25,0,0,0,17.5,0
2017-10-27 10:00,17,277.67,18.13,75.13,408.67,0,0,0,17,0
2017-10-27 11:00,17.49,291.73,18.87,69.4,409.67,0,0,0,17,0
2017-10-27 12:00,18.83,597.62,21.63,60.14,405.98,0,0,0,17,0
2017-10-27 13:00,20.46,393.24,21.67,52.28,395.72,0,0,0,17,0
2017-10-27 14:00,21.13,318.12,21.91,51.58,398.42,0,0,0,17,0
2017-10-27 15:00,20.69,253.57,22.27,63.85,408.39,0,0,0,17,0
2017-10-27 16:00,19.91,99.32,21.64,65.15,394,0,0,0,16.91,100
2017-10-27 17:00,19.7,61.83,21.62,86.85,442,0,0,0,15,100
2017-10-27 18:00,17.33,0.15,18.33,90,452.69,0,0,0,15,100
2017-10-27 19:00,14.15,0,15.42,84,442,0,0,0,15,100
2017-10-27 20:00,12.72,0,14.8,87,454.68,0,0,0,15,100
2017-10-27 21:00,11.72,0,15.9,84.84,481.52,0,96.76,0,15,100
2017-10-27 22:00,10.72,0,14.78,88.17,502.67,30,95.1,0,15,100
2017-10-27 23:00,10.45,0,14.78,85.17,524.33,0,96.15,0,15.38,100
2017-10-28 0:00,8.93,0,15.11,86,540,23.97,98.89,0,15.5,100
2017-10-28 1:00,8.82,0,15.68,84,560,35.17,98.6,0,15.5,100
2017-10-28 2:00,8.72,0,15.5,84,586.92,36,97.67,0,15.5,100
2017-10-28 3:00,8,0,16.42,85,591,0,97.68,0,15.5,100
2017-10-28 4:00,7.3,0,15.1,86,600,0,98.1,0,15.5,100
2017-10-28 5:00,7,0,15.6,85,613,39,98.21,0,15.5,100
2017-10-28 6:00,6.34,0,16.18,85.81,629.63,31.37,98.29,0,15.5,100
2017-10-28 7:00,6.12,4.44,15.9,83,639,0,97.5,0,16.48,100
2017-10-28 8:00,8.46,126.68,17.24,89.81,641,0,93,0,17.48,100
2017-10-28 9:00,13.04,302.1,18.24,78.39,434.48,0,0,0,17.5,0
2017-10-28 10:00,16.64,448,19.44,70.2,403.6,0,0,0,17,0
2017-10-28 11:00,19.86,542.2,21.46,62.6,367,0,0,0,17,0
2017-10-28 12:00,22.98,595.6,24.02,51,359,0,0,0,17,0
2017-10-28 13:00,23.32,578.93,23.52,53.21,363,0,0,0,17,0
2017-10-28 14:00,23.48,434.11,23.34,50.41,363.83,0,0,0,17,0
2017-10-28 15:00,23,218.31,22.78,58.57,386.72,0,0,0,17,0
2017-10-28 16:00,23.22,242.35,24.32,64.43,445.24,0,0,0,16.92,0
2017-10-28 17:00,22,96.87,21.9,79.57,397.35,0,0,0,15.2,100
2017-10-28 18:00,19.44,0.22,18.84,80,381.56,0,0,0,15.2,100
2017-10-28 19:00,17.62,0,17.12,82,389,0,0,0,15.2,100
2017-10-28 20:00,16.35,0,15.6,84,397.32,0,0,0,15.2,100
2017-10-28 21:00,12.6,0,14.92,86,423.55,0,0,0,15.2,100
2017-10-28 22:00,12.75,0,15.28,84,447.55,28,0,0,15.2,100
2017-10-28 23:00,11.72,0,16.12,83.77,471.53,0,98.47,0,15.58,100
2017-10-29 0:00,10.31,0,16.3,84,490.92,0,100,0,15.7,100
2017-10-29 1:00,10.2,0,15.59,84.08,506.92,0,99.01,0,15.7,100
2017-10-29 2:00,9.02,0,15.9,84,526,0,97.7,0,15.7,100
2017-10-29 3:00,8.7,0,15.49,84.08,543.88,0,95.5,0,15.7,100
2017-10-29 4:00,8.4,0,15.69,84,558.91,0,99.72,0,15.7,100
2017-10-29 5:00,7.81,0,16.11,86,575.91,0,95.9,0,15.7,100
2017-10-29 6:00,7.11,0,15.92,84.05,587,0,96.93,0,15.7,100
